format version:	1.3														
date:	2/24/2013														
															
Calcareous Nannofossils w/images	:	Tropical and Mid-latitude Calcareous Nannofossils w/img	Boreal Nannofossils w/img		"NEW CENOZOIC (low and middle latitudes) = Backman-Agnini et al. (2012; 2014) -- Low and middle latitudes.  Neogene-Olig = direct astronomical age; Eocene-Paleocene = proportions within C19r-C29r  NEOGENE = mainly Lourens et al. (GTS2004 tables); PALEOGENE = Composite of ODP studies, plus Berggren et al. (1995a, b) -- reviewed and enhanced by Paul Bown, June 2011.  Late CRETACEOUS = mainly Late Cret. working group (London, June2011), which modified Burnett (1999) and Erba et al (1995) as tabulated by ODP Leg 171B Init. Repts. (Table 2, p. 17-18).  Middle and Early CRETACEOUS = compiled by Jim Bergen, based on publications by Tim Bralower et al (1995),  J. Bergen (1994) and Eric de Kaenel. Tethyan Early-Middle Jur zones from Mattioli and Erba (1999);  Late Jur zones from Casellato, 2011. See NannoTax links for individual taxa images, etc."										
	"turnover Towelius -> Dictyococcites, Reticulofenestra "	50.49		"turnover Towelius -> Dictyococcites, Reticulofenestra: <br><br>IODP Expedition 320/321 Scientists (2010) and Agnini et al. (2014) assigned as 50.7 Ma (based on CK'95 scale), or coeval with LAD of Tri. orthostylus (base of NP13) citing Agnini et al. (2006) = base of Chron C21n on that CK'95 (used here).  <br><br>  [For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Coccolithophores/Isochrysidales/Prinsiaceae/Toweius"">turnover Towelius</a> ].  <br><br>  [For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Coccolithophores/Isochrysidales/Noelaerhabdaceae/Reticulofenestra"">Reticulofenestra</a> ].  "											
	"Sphenolithus radians <img align=""middle"" height=""40"" src=""Sphenolithus radians_SEM.png"">"	54.2		"Sphenolithus radians: <br><br>Age assignment by Agnini et al (2014) and IODP Expedition 320/321 Scientists (2010) of 53.53 Ma (on CK'95 scale) is based on Agnini et al. (2007) = Chron C24r.93 (used here) = same as NP11 base.  This is about 0.3 myr older than assignment in ODP Leg 145 of the base of Chron C24n.<br><br>Sphenolithus radians<br><img align=""middle"" src=""Sphenolithus radians_SEM.png""><br>(image from NannoTax)<br><br><img align=""middle"" src=""sphenolithus_radians.jpg""><br>(image from NannoTax)<br><br>  [For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Coccolithophores/Discoasterales/Sphenolithaceae/Sphenolithus/S.%20radians%20group/Sphenolithus%20radians"">Sphenolithus radians</a> ].  <br><br>"											
	"Tribrachiatus contortus <img align=""middle"" height=""40"" src=""Tribrachiatus_contortus_optical.png"">"	54.76		"Tribrachiatus contortus: <br><br>Agnini et al. (2007, 2014) assigned as Chron C24r.75 (used here); which is similar to chron assignment by Berggren et al. (1995a).  Eocene Nanno evolution from Tribrachiatus contortus to Tribrachiatus orthostylus was formerly described as an abundance shift, but M.P. Aubry has subdivided it into different morphotypes.  The event of Agnini et al. (2007) was ""Tribrachiatus contortus  (Morphotype B)"".<br><br>Tribrachiatus contortus<br><img align=""middle"" src=""Tribrachiatus_contortus_optical.png""><br>(image from NannoTax)<br><br>  [For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Coccolithophores/Nannolith%20families%20inc%20sed/Rhomboasteraceae/Tribrachiatus/Tribrachiatus%20contortus"">Tribrachiatus contortus</a> ].  <br><br>"											
	"Tribrachiatus bramlettei (common) <img align=""middle"" height=""40"" src=""Tribrachiatus_bramlettei_optical.png"">"	55.42		"Tribrachiatus bramlettei (common): <br><br>Agnini et al. (2007; 2014) assigned as Chron C24r.54 (used here); but indicate that lowest rare occurrence is as early as C24r.46 (their preference for the base of NP10).<br><br>Tribrachiatus bramlettei (common)<br><img align=""middle"" src=""Tribrachiatus_bramlettei_optical.png""><br>(image from NannoTax)<br><br>  [For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Coccolithophores/Nannolith%20families%20inc%20sed/Rhomboasteraceae/Rhomboaster/Rhomboaster%20bramlettei"">Tribrachiatus bramlettei (common)</a> ].  <br><br>"											
	Rhomboaster spp. 	55.96		"Rhomboaster spp.: <br><br>Agnini et al. (2007) placed the FAD of Rhomboaster spp. at the PETM (used here).  This is similar to chron-age scaling of Berggren et al. (1995a) of ca. Chron C24r.3<br><br>  [For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Coccolithophores/Nannolith%20families%20inc%20sed/Rhomboasteraceae/Rhomboaster"">Rhomboaster spp.</a> ].  <br><br>"											
	"Discoaster multiradiatus (rare) <img align=""middle"" height=""40"" src=""Discoaster multiradiatus_SEM.png"">"	57.32		"Discoaster multiradiatus (rare): <br><br>Agnini et al. (2007) assigned as Chron C25.6 (used here).  This nearly same as the chron-age scaling of Berggren et al. (1995) of ca. Chron C25n.4.<br><br>Discoaster multiradiatus (rare)<br><img align=""middle"" src=""Discoaster multiradiatus_SEM.png""><br>(image from NannoTax)<br><br><img align=""middle"" src=""discoaster_multiradiatus.jpg""><br>(image from NannoTax)<br><br>  [For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Coccolithophores/Discoasterales/Discoasteraceae/Discoaster/D.%20multiradiatus%20group/Discoaster%20multiradiatus"">Discoaster multiradiatus (rare)</a> ].  <br><br>"											
	Discoaster okadai 	57.47		"Discoaster okadai: <br><br>IODP Expedition 320/321 Scientists (2010) assigned as 56.2 Ma (based on CK'95 scale) citing Agnini et al. (2007) implying Chron C25n.34 on that CK'95 scale (chron placement used here).  This is higher than chron-age scaling of Berggren et al. (1995) of upper mid-C25r.<br><br>  [For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Coccolithophores/Discoasterales/Discoasteraceae/Discoaster/D.%20nodifer%20group/Discoaster%20okadai"">Discoaster okadai</a> ].  <br><br>"											
	"Sphenolithus anarrhopus <img align=""middle"" height=""40"" src=""Sphenolithus anarrhopus_SEM.png"">"	59.68		"Sphenolithus anarrhopus: <br><br>IODP Expedition 320/321 Scientists (2010) assigned as 58.1 Ma (based on CK'95 scale) citing Agnini et al. (2007) who placed it at uppermost Chron C26r (C26n.95).  BUT, this would put it above the NP6 boundary (approx. Chron C26r.9), therefore assigned here as Chron C26r.85 = same chron-age scaling as Berggren et al. (1995).<br><br>Sphenolithus anarrhopus<br><img align=""middle"" src=""Sphenolithus anarrhopus_SEM.png""><br>(image from NannoTax)<br><br><img align=""middle"" src=""Sphenolithus_anarrhopus_optical.png""><br>(image from NannoTax)<br><br>  [For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Coccolithophores/Discoasterales/Sphenolithaceae/Sphenolithus/S.%20conspicuus%20group/Sphenolithus%20anarrhopus"">Sphenolithus anarrhopus</a> ].  <br><br>"											
	"Heliolithus cantabriae <img align=""middle"" height=""40"" src=""Heliolithus cantabriae_SEM.png"">"	59.6		"Heliolithus cantabriae: <br><br>IODP Expedition 320/321 Scientists (2010) assigned as 58.3 Ma (based on CK'95 scale) citing Agnini et al. (2007) who placed it at Chron C29r.88 (used here).  This is just slightly higher than chron-age scaling by Berggren et al. (1995a) of ca. Chron C26r.65.<br><br>Heliolithus cantabriae<br><img align=""middle"" src=""Heliolithus cantabriae_SEM.png""><br>(image from NannoTax)<br><br><img align=""middle"" src=""Heliiolithus_cantabriae_optical.png""><br>(image from NannoTax)<br><br>  [For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Coccolithophores/Discoasterales/Heliolithaceae/Heliolithus/Heliolithus%20cantabriae"">Heliolithus cantabriae</a> ].  <br><br>"											
	"Chiasmolithus consuetus <img align=""middle"" height=""40"" src=""Chiasmolithus consuetus_SEM.png"">"	61.03		"Chiasmolithus consuetus: <br><br>Middle of Chron C26r (C26r.4). [Berggren et al. (1995a)]<br><br>Chiasmolithus consuetus<br><img align=""middle"" src=""Chiasmolithus consuetus_SEM.png""><br>(image from NannoTax)<br><br><img align=""middle"" src=""Chiasmolithus_consuetus_optical.png""><br>(image from NannoTax)<br><br>  [For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Coccolithophores/Coccolithales/Coccolithaceae/Chiasmolithus/C.%20consuetus%20group/Chiasmolithus%20consuetus"">Chiasmolithus consuetus</a> ].  <br><br>"											
	"Neochiastozygus perfectus <img align=""middle"" height=""40"" src=""Neochiastozygus perfectus_SEM.png"">"	61.76		"Neochiastozygus perfectus: <br><br>This event occurs 75% up between base of Chron C26r and the Selandian GSSP (Bernaola et al., 2009).<br><br>Neochiastozygus perfectus<br><img align=""middle"" src=""Neochiastozygus perfectus_SEM.png""><br>(image from NannoTax)<br><br><img align=""middle"" src=""neochiastozygus_perfectus.jpg""><br>(image from NannoTax)<br><br>  [For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Coccolithophores/Zygodiscales/Zygodiscaceae/Neochiastozygus/Neochiastozygus%20perfectus"">Neochiastozygus perfectus</a> ].  <br><br>"											
	"Sphenolithus primus <img align=""middle"" height=""40"" src=""Sphenolithus primus_SEM.png"">"	61.98		"Sphenolithus primus: <br><br>This event occurs 40% up between base of Chron C26r and the Selandian GSSP (Bernaola et al., 2009), which projects as the same chron-age scaling as in Berggren et al. (1995) of lowermost C26r (C26r.1).  Approx. FAD of Neochiastozygus saepes in high latitudes.<br><br>Sphenolithus primus<br><img align=""middle"" src=""Sphenolithus primus_SEM.png""><br>(image from NannoTax)<br><br><img align=""middle"" src=""Sphenolithus_primus_optical.png""><br>(image from NannoTax)<br><br>  [For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Coccolithophores/Discoasterales/Sphenolithaceae/Sphenolithus/S.%20moriformis%20group/Sphenolithus%20primus"">Sphenolithus primus</a> ].  <br><br>"											
	"Chiasmolithus bidens / edentulus <img align=""middle"" height=""40"" src=""Chiasmolithus bidens_SEM.png"">"	62.07		"Chiasmolithus bidens / edentulus: <br><br>Just above base of Chron C26r (C26r.05) at Selandian GSSP at Zumaya; which is the same chron-age scaling as in Berggren et al. (1995a).<br><br>Chiasmolithus bidens / edentulus<br><img align=""middle"" src=""Chiasmolithus bidens_SEM.png""><br>(image from NannoTax)<br><br><img align=""middle"" src=""chiasmolithus_bidens.jpg""><br>(image from NannoTax)<br><br>  [For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Coccolithophores/Coccolithales/Coccolithaceae/Chiasmolithus/C.%20bidens%20group/Chiasmolithus%20bidens"">Chiasmolithus bidens / edentulus</a> ].  <br><br>"											
	Fasciculithus -- 1st radiation 	62.13		"Fasciculithus -- 1st radiation: <br><br>Just above base of Chron C26r (C26r.03) at the Selandian GSSP at Zumaya. [Bernaola et al., 2009]<br><br>  [For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Coccolithophores/Discoasterales/Fasciculithaceae/Fasciculithus"">Fasciculithus -- 1st radiation</a> ].  <br><br>"											
	"Cruciplacolithus primus (3.5-5 µm) <img align=""middle"" height=""40"" src=""Cruciplacolithus primus_SEM.png"">"	65.76		"Cruciplacolithus primus (3.5-5 µm): <br><br>Medium-sized (3.5-5 µm).  Can be used to subdivide Zone NP1.  Berggren et al. (1995a) assign as uppermost C29r (C29r.9 used here).<br><br>Cruciplacolithus primus (3.5-5 µm)<br><img align=""middle"" src=""Cruciplacolithus primus_SEM.png""><br>(image from NannoTax)<br><br><img align=""middle"" src=""cruciplacolithus_primus.jpg""><br>(image from NannoTax)<br><br>  [For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Coccolithophores/Coccolithales/Coccolithaceae/Cruciplacolithus/Cruciplacolithus%20primus"">Cruciplacolithus primus (3.5-5 µm)</a> ].  <br><br>"											
	"Neobiscutum parvulum <img align=""middle"" height=""40"" src=""Neobiscutum parvulum_SEM.png"">"	65.94	dashed	"Neobiscutum parvulum: <br><br>DASHED -- 1/4th up in zone CP1a. [Paul Bown (pers. comm., 2011)]<br><br>Neobiscutum parvulum<br><img align=""middle"" src=""Neobiscutum parvulum_SEM.png""><br>(image from NannoTax)<br><br><img align=""middle"" src=""neobiscutum_parvulum.jpg""><br>(image from NannoTax)<br><br>  [For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Coccolithophores/Isochrysidales/Prinsiaceae/Neobiscutum/Neobiscutum%20parvulum"">Neobiscutum parvulum</a> ].  <br><br>"											
	"Cribrocorona gallica <img align=""middle"" height=""40"" src=""Cribrocorona gallica_SEM.png"">"	69		"Cribrocorona gallica: <br><br>SEPM98 shows as synchronous FAD with M. murus<br><br>Cribrocorona gallica<br><img align=""middle"" src=""Cribrocorona gallica_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Cribrocorona_gallica.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Podorhabdales/Axopodorhabdaceae/Cribrocorona/Cribrocorona%20gallica"">Cribrocorona gallica</a> ].  <br><br>"											
	"Reinhardtites levis <img align=""middle"" height=""40"" src=""Reinhardtites_levis.jpg"">"	74.84	dashed	"Reinhardtites levis: <br><br>DASH at mid-jennyi zone:  Burnett'98 implied that apparent FAD is much later in Boreal realm than in Tethyan/temperate; and assigned schematically shows as about 50% up in B. minor Belemnite zone of NW Europe, or as equivalent to base of D. stevensoni Zone of N.Amer (but, these don't correlate  using SEPM'98).  She notes that L. praequadratus first occurs with R. levis in this subzone in N. Germany.  SEPM'98 assigned FAD as nearly 5 myr Older at top of B. sp. (smooth) Z.  FAD is not an ODP marker (only LAD), and calibration is quite uncertain -- EGI database (2005) suggest North Sea FAD at base-Campanian (83.4 Ma); but Tethyan much younger (76.8 Ma); and Jackie Lee (Burnett) assigns to upper Lower Campanian (ca. 81.5 Ma).  FAD is shown equivalent to mid-jenneyi zone in SEPM98 column (Tethyan); but ~5 myr below in Boreal column.  Decided to omit assigning an age/placement.  Omitted for now.<br><br>Reinhardtites levis<br><img align=""middle"" src=""Reinhardtites_levis.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Eiffellithales/Chiastozygaceae/Reinhardtites/Reinhardtites%20levis"">Reinhardtites levis</a> ].  <br><br>"											
	"Heteromarginatus bugensis <img align=""middle"" height=""40"" src=""Heteromarginatus_bugensis.jpg"">"	79.01		"Heteromarginatus bugensis: <br><br>Burnett'98 schematically shows as about middle of ""B. perplexus"" Zone of N. Amer., but only the lower one is used here to avoid overlap with ""d"" above (in boreal subzones).<br><br>Heteromarginatus bugensis<br><img align=""middle"" src=""Heteromarginatus_bugensis.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Eiffellithales/Chiastozygaceae/Heteromarginatus/Heteromarginatus%20bugensis"">Heteromarginatus bugensis</a> ].  <br><br>"											
	"Prediscosphaera stoveri <img align=""middle"" height=""40"" src=""Prediscosphaera stoveri_SEM.png"">"	78.75		"Prediscosphaera stoveri: <br><br>Burnett'98 schematically shows as about 50% up in B. minor Belemnite zone of NW Europe (used here), or about middle of B. stevensoni Zone of N. Amer.   SEPM'98 assigned FAD as nearly 5 myr Older at 4/10 up in B. sp. (smooth) Z.<br><br>Prediscosphaera stoveri<br><img align=""middle"" src=""Prediscosphaera stoveri_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Prediscosphaera_stoveri.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Podorhabdales/Prediscosphaeraceae/Prediscosphaera/P.%20spinosa%20group/Prediscosphaera%20stoveri"">Prediscosphaera stoveri</a> ].  <br><br>"											
	"Orastrum campanensis (FCO) <img align=""middle"" height=""40"" src=""Orastrum_campanensis.jpg"">"	82.76		"Orastrum campanensis (FCO): <br><br>Burnett'98 shows schematically as base of S. hippocrepis I Zone of N. Amer.  SEPM'98 assigned FAD as just above base of Campanian.<br><br>Orastrum campanensis (FCO)<br><img align=""middle"" src=""Orastrum_campanensis.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Holococcoliths/Common%20genera/Orastrum/Orastrum%20campanensis"">Orastrum campanensis (FCO)</a> ].  <br><br>"											
	"Lucianorhabdus maleformis <img align=""middle"" height=""40"" src=""Lucianorhabdus_maleformis.jpg"">"	93.75		"Lucianorhabdus maleformis: <br><br>Burnett'98 assigned this FAD at same level as Q. garneri FAD (used here).  SEPM'98 assigned FAD at about 1 myr higher.<br><br>Lucianorhabdus maleformis<br><img align=""middle"" src=""Lucianorhabdus_maleformis.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Holococcoliths/Common%20genera/Lucianorhabdus/Lucianorhabdus%20maleformis"">Lucianorhabdus maleformis</a> ].  <br><br>"											
	"Marthasterites furcatus <img align=""middle"" height=""40"" src=""Marthasterites_furcatus_sem.jpg"">"	93.64	dashed	"Marthasterites furcatus: <br><br>DASH -- Arbitrarily placed in middle of Zone UC6b.  Burnett'98 ""Marthasterites furcatus first occurs here (Zone UC6b) at higher paleolatitudes."" AND, notes that ""Personal observations have shown that this event is unreliable, the FO lying stratigraphically much lower at higher latitudes.""  SEPM'98 assigned FAD nearly 3 myr higher, at top of S. whitfieldi Z, which is where Crux'92 found it in South England.<br><br>Marthasterites furcatus<br><img align=""middle"" src=""Marthasterites_furcatus_sem.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Marthasterites_furcatus.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Nannoliths%20inc%20sed%20-%20other/Marthasterites/Marthasterites%20furcatus"">Marthasterites furcatus</a> ].  <br><br>"											
	"Cribrosphaerella ehrenbergii <img align=""middle"" height=""40"" src=""Cribrosphaerella_ehrenbergii.jpg"">"	111.3		"Cribrosphaerella ehrenbergii: <br><br>70% up in Nanno Zone NC8b.  SEPM'98 had assigned FAD as middle of L. tardefurcata Z., L. schrammeni s.z.<br><br>Cribrosphaerella ehrenbergii<br><img align=""middle"" src=""Cribrosphaerella_ehrenbergii.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Podorhabdales/Axopodorhabdaceae/Cribrosphaerella/Cribrosphaerella%20ehrenbergii"">Cribrosphaerella ehrenbergii</a> ].  <br><br>"											
	"Acaenolithus viriosus <img align=""middle"" height=""40"" src=""Broinsonia_viriosa_optical.png"">"	114.27		"Acaenolithus viriosus: <br><br>30% up between Niveau Pacquer and Niveau Jacobi [J.Bergen], therefore about base of H. jacobi Zone.<br><br>Acaenolithus viriosus<br><img align=""middle"" src=""Broinsonia_viriosa_optical.png""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Arkhangelskiales/Arkhangelskiellaceae/Broinsonia/Broinsonia%20viriosa"">Acaenolithus viriosus</a> ].  <br><br>"											
	Nannoconus. regularis 	114.54	dashed	"Nannoconus. regularis: <br><br>DASHED -- Bergen did not check calibration on this one.  SEPM'98 had assigned FAD as top of N. nolani Z., D. nodosocostatum s.z.<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Nannoconaceae/Nannoconus/N.%20steinmannii%20group/Nannoconus%20regularis"">Nannoconus. regularis</a> ].  <br><br>"											
	"Rhagodiscus hamptonii <img align=""middle"" height=""40"" src=""Rhagodiscus_hamptonii.jpg"">"	118.93		"Rhagodiscus hamptonii: <br><br>Was a potential datum for base of ""NC7c"" zone; but not that widespread (only SE France and India -- [Bown and Kennedy, 2000].  Coeval with LAD of Foram G. algeriana (base of H. trocoidea Foram Zone, called H. gorbachikae Foram Zone on this chart).   [Note (by J. Bergen): Bralower called this base-NC7c marker as Rhagodiscus achylostaurion.  But true R. acy. Ha its FAD in Barremian.]  Not in SEPM chart.  Assigned as base of N. nolani zone (based on projected placement of 115.2 Ma in Leg 207 table)<br><br>Rhagodiscus hamptonii<br><img align=""middle"" src=""Rhagodiscus_hamptonii.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Eiffellithales/Rhagodiscaceae/Rhagodiscus/Rhagodiscus%20hamptonii"">Rhagodiscus hamptonii</a> ].  <br><br>"											
	"Nannoconus truitti (acme) <img align=""middle"" height=""40"" src=""Nannoconus truitti_SEM.png"">"	121.34	dashed	"Nannoconus truitti (acme): <br><br>DASHED -- Uncertain calibration (J. Bergen); so used SEPM for now =  ~1/3rd up in C. martinoides Zone (= 1/3rd up in E. subnodosocostatum Zone).<br><br>Nannoconus truitti (acme)<br><img align=""middle"" src=""Nannoconus truitti_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Nannoconus truittii_optical.png""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Nannoconaceae/Nannoconus/N.%20truitti%20group/Nannoconus%20truittii"">Nannoconus truitti (acme)</a> ].  <br><br>"											
	"Radiolithus planus <img align=""middle"" height=""40"" src=""Radiolithus planus"">"	122.98		"Radiolithus planus: <br><br>Base of G.ferreolensis Foram zone (Erba, 2004; Marine Micro).  GTS04 = much higher at 60% up in T. bowerbanki (D. furcata) Zone.<br><br>Radiolithus planus<br><img align=""middle"" src=""Radiolithus planus""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Radiolithus_planus.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Polycyclolithaceae/Radiolithus/Radiolithus%20planus"">Radiolithus planus</a> ].  <br><br>"											
	"Braarudosphaera africana <img align=""middle"" height=""40"" src=""Braarudosphaera_africana_sem.jpg"">"	124.98		"Braarudosphaera africana: <br><br>SEPM'98 had FAD projected to 4/10 up in D. deshayesi Zone.  GTS04 = 55% up in T. bowerbanki (D. furcata) Zone ""but with new FAD of E. floralis (control age point in GTS2004), then it is near middle of D. furcata Zone)""<br><br>Braarudosphaera africana<br><img align=""middle"" src=""Braarudosphaera_africana_sem.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Braarudosphaera_africana.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Braarudosphaeraceae/Braarudosphaera/Braarudosphaera%20africana"">Braarudosphaera africana</a> ].  <br><br>"											
	"Rhagodiscus angustus <img align=""middle"" height=""40"" src=""Rhagodiscus_angustus_sem.jpg"">"	125.71	dashed	"Rhagodiscus angustus: <br><br>DASH -- FAD at base of L.cabri Foram zone (Erba, 2004, Marine Micro = her diagram implies L.cabri begins with RARE; used here); or base of ""Blowii"" (shorter version) in SE Francy (Renard et al., 2005); or 56.5 cycles of 405kyr below base-Cenomanian at Piobbico (Huang et al., 2010, but this seems poorly determined); or about 0.5 myr above top of Selli organic OAE1a zone at Piobbico.  But, in SE France, is at BASE (not above) of anoxic interval (Renard et al., 2005, Notebooks on Geology).  GTS04 = Base of D. deshayesi.  SEPM'98 had assigned FAD as base of D. weissi Zone<br><br>Rhagodiscus angustus<br><img align=""middle"" src=""Rhagodiscus_angustus_sem.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Rhagodiscus_angustus.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Eiffellithales/Rhagodiscaceae/Rhagodiscus/Rhagodiscus%20angustus"">Rhagodiscus angustus</a> ].  <br><br>"											
	"Stoverius achylosum <img align=""middle"" height=""40"" src=""Stoverius achylosus"">"	126.04		"Stoverius achylosum: <br><br>80% up in Nanno Zone NC6a (Bralower with Leckie), or in upper-third of OAE1a event.  SEPM'98 has assigned as Same level as FAD B. africana (see its Note).<br><br>Stoverius achylosum<br><img align=""middle"" src=""Stoverius achylosus""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Stoverius achylosus_optical.png""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Stephanolithiales/Stephanolithiaceae/Stoverius/Stoverius%20achylosus"">Stoverius achylosum</a> ].  <br><br>"											
	"Rhadodiscus achlyostaurion  <img align=""middle"" height=""40"" src=""Rhagodiscus achlyostaurion_SEM.png"">"	127.66		"Rhadodiscus achlyostaurion : <br><br>Middle of H. feraudianus Zone.  SEPM'98 had assigned as Base of I. giraudi Z.<br><br>Rhadodiscus achlyostaurion <br><img align=""middle"" src=""Rhagodiscus achlyostaurion_SEM.png""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Rhagodiscus_achlyostaurion_optical.png""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Eiffellithales/Rhagodiscaceae/Rhagodiscus/Rhagodiscus%20achlyostaurion"">Rhadodiscus achlyostaurion </a> ].  <br><br>"											
	"Zeugrhabdotus scutula <img align=""middle"" height=""40"" src=""Zeugrhabdotus_scutula_sem.jpg"">"	133.32		"Zeugrhabdotus scutula: <br><br>25% up in S. sayni Zone.<br><br>Zeugrhabdotus scutula<br><img align=""middle"" src=""Zeugrhabdotus_scutula_sem.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br><img align=""middle"" src=""Zeugrhabdotus_scutula.jpg""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Eiffellithales/Chiastozygaceae/Zeugrhabdotus/Zeugrhabdotus%20scutula"">Zeugrhabdotus scutula</a> ].  <br><br>"											
	"Nannoconus bucheri <img align=""middle"" height=""40"" src=""Nannoconus bucheri_optical.png"">"	134.79	dashed	"Nannoconus bucheri: <br><br>DASH at SEPM placement = Just below (0.1 myr) the base of Hauterivian<br><br>Nannoconus bucheri<br><img align=""middle"" src=""Nannoconus bucheri_optical.png""> (image from NannoTax)<br>(image from NannoTax)<br><br>[For details at Nannotax, click <a href=""http://www.mikrotax.org/Nannotax3/index.php?dir=Mesozoic/Nannoliths/Nannoconaceae/Nannoconus/N.%20kamptneri%20group/Nannoconus%20bucheri"">Nannoconus bucheri</a> ].  <br><br>"											
